"Harmonic Energy (eV)"	"Harmonic: 1: spatial_profile-9.json"	"Harmonic Energy (eV)"	"Harmonic: 3: spatial_profile-9.json"	"Harmonic Energy (eV)"	"Harmonic: 5: spatial_profile-9.json"	"Harmonic Energy (eV)"	"Harmonic: 7: spatial_profile-9.json"	"Harmonic Energy (eV)"	"Harmonic: 9: spatial_profile-9.json"	"Harmonic Energy (eV)"	"Harmonic: 11: spatial_profile-9.json"
1.55922e+4	6.51047e-6	4.67765e+4	5.72837e-6	7.79609e+4	5.62181e-6	1.09145e+5	5.58143e-6	1.40330e+5	5.56012e-6	1.71514e+5	5.54696e-6
1.53748e+4	6.53574e-6	4.61244e+4	5.74533e-6	7.68740e+4	5.63757e-6	1.07624e+5	5.59674e-6	1.38373e+5	5.57519e-6	1.69123e+5	5.56187e-6
1.51555e+4	6.56187e-6	4.54665e+4	5.76288e-6	7.57775e+4	5.65388e-6	1.06089e+5	5.61258e-6	1.36400e+5	5.59078e-6	1.66711e+5	5.57731e-6
1.49347e+4	6.58884e-6	4.48040e+4	5.78101e-6	7.46734e+4	5.67074e-6	1.04543e+5	5.62895e-6	1.34412e+5	5.60690e-6	1.64281e+5	5.59327e-6
1.47127e+4	6.61665e-6	4.41382e+4	5.79973e-6	7.35636e+4	5.68814e-6	1.02989e+5	5.64586e-6	1.32415e+5	5.62354e-6	1.61840e+5	5.60975e-6
1.44900e+4	6.64532e-6	4.34701e+4	5.81902e-6	7.24502e+4	5.70608e-6	1.01430e+5	5.66328e-6	1.30410e+5	5.64070e-6	1.59390e+5	5.62673e-6
1.42670e+4	6.67474e-6	4.28010e+4	5.83888e-6	7.13349e+4	5.72455e-6	9.98689e+4	5.68123e-6	1.28403e+5	5.65836e-6	1.56937e+5	5.64423e-6
1.40439e+4	6.70500e-6	4.21317e+4	5.85930e-6	7.02195e+4	5.74355e-6	9.83072e+4	5.69969e-6	1.26395e+5	5.67653e-6	1.54483e+5	5.66222e-6
1.38211e+4	6.73605e-6	4.14633e+4	5.88028e-6	6.91054e+4	5.76307e-6	9.67476e+4	5.71865e-6	1.24390e+5	5.69521e-6	1.52032e+5	5.68071e-6
1.35989e+4	6.76788e-6	4.07966e+4	5.90181e-6	6.79943e+4	5.78310e-6	9.51920e+4	5.73812e-6	1.22390e+5	5.71437e-6	1.49587e+5	5.69970e-6
1.33775e+4	6.80048e-6	4.01325e+4	5.92388e-6	6.68875e+4	5.80365e-6	9.36425e+4	5.75809e-6	1.20398e+5	5.73404e-6	1.47153e+5	5.71917e-6
1.31573e+4	6.83383e-6	3.94718e+4	5.94650e-6	6.57863e+4	5.82528e-6	9.21009e+4	5.77855e-6	1.18415e+5	5.75418e-6	1.44730e+5	5.73912e-6
1.29384e+4	6.86795e-6	3.88152e+4	5.96965e-6	6.46920e+4	5.84685e-6	9.05688e+4	5.79950e-6	1.16446e+5	5.77481e-6	1.42322e+5	5.75955e-6
1.27211e+4	6.90279e-6	3.81633e+4	5.99332e-6	6.36056e+4	5.86891e-6	8.90478e+4	5.82093e-6	1.14490e+5	5.79592e-6	1.39932e+5	5.78045e-6
1.25056e+4	6.93837e-6	3.75168e+4	6.01752e-6	6.25281e+4	5.89147e-6	8.75393e+4	5.84284e-6	1.12551e+5	5.81749e-6	1.37562e+5	5.80181e-6
1.22921e+4	6.97465e-6	3.68763e+4	6.04223e-6	6.14604e+4	5.91451e-6	8.60446e+4	5.86522e-6	1.10629e+5	5.83953e-6	1.35213e+5	5.82365e-6
1.20807e+4	7.01164e-6	3.62421e+4	6.06744e-6	6.04035e+4	5.93802e-6	8.45649e+4	5.88807e-6	1.08726e+5	5.86204e-6	1.32888e+5	5.84594e-6
1.18716e+4	7.04933e-6	3.56148e+4	6.09316e-6	5.93580e+4	5.96201e-6	8.31012e+4	5.91137e-6	1.06844e+5	5.88500e-6	1.30588e+5	5.86869e-6
1.16649e+4	7.08769e-6	3.49948e+4	6.11938e-6	5.83247e+4	5.98647e-6	8.16545e+4	5.93514e-6	1.04984e+5	5.90840e-6	1.28314e+5	5.89188e-6
1.14608e+4	7.12673e-6	3.43824e+4	6.14608e-6	5.73040e+4	6.01139e-6	8.02256e+4	5.95935e-6	1.03147e+5	5.93225e-6	1.26069e+5	5.91549e-6
1.12593e+4	7.16642e-6	3.37780e+4	6.17326e-6	5.62967e+4	6.03676e-6	7.88153e+4	5.98401e-6	1.01334e+5	5.95654e-6	1.23853e+5	5.93955e-6
1.10606e+4	7.20677e-6	3.31818e+4	6.20092e-6	5.53030e+4	6.06259e-6	7.74242e+4	6.00910e-6	9.95454e+4	5.98126e-6	1.21667e+5	5.96404e-6
1.08647e+4	7.24775e-6	3.25941e+4	6.22906e-6	5.43235e+4	6.08885e-6	7.60529e+4	6.03519e-6	9.77823e+4	6.00641e-6	1.19512e+5	5.98896e-6
1.06717e+4	7.28936e-6	3.20151e+4	6.25765e-6	5.33584e+4	6.11556e-6	7.47018e+4	6.06117e-6	9.60452e+4	6.03198e-6	1.17389e+5	6.01430e-6
1.04816e+4	7.33158e-6	3.14449e+4	6.28670e-6	5.24082e+4	6.14270e-6	7.33714e+4	6.08757e-6	9.43347e+4	6.05798e-6	1.15298e+5	6.04005e-6
1.02946e+4	7.37441e-6	3.08837e+4	6.31620e-6	5.14729e+4	6.17026e-6	7.20620e+4	6.11438e-6	9.26511e+4	6.08449e-6	1.13240e+5	6.06620e-6
1.01105e+4	7.41899e-6	3.03316e+4	6.34615e-6	5.05527e+4	6.19825e-6	7.07738e+4	6.14161e-6	9.09949e+4	6.11119e-6	1.11216e+5	6.09277e-6
9.92959e+3	7.46303e-6	2.97888e+4	6.37653e-6	4.96479e+4	6.22665e-6	6.95071e+4	6.16924e-6	8.93663e+4	6.13840e-6	1.09225e+5	6.11973e-6
9.75172e+3	7.50642e-6	2.92552e+4	6.40735e-6	4.87586e+4	6.25546e-6	6.82620e+4	6.19728e-6	8.77655e+4	6.16601e-6	1.07269e+5	6.14708e-6
9.57695e+3	7.55282e-6	2.87308e+4	6.43859e-6	4.78847e+4	6.28468e-6	6.70386e+4	6.22571e-6	8.61925e+4	6.19401e-6	1.05346e+5	6.17483e-6
9.40528e+3	7.59856e-6	2.82158e+4	6.47025e-6	4.70264e+4	6.31429e-6	6.58370e+4	6.25453e-6	8.46475e+4	6.22294e-6	1.03458e+5	6.20295e-6
9.23672e+3	7.64484e-6	2.77102e+4	6.50232e-6	4.61836e+4	6.34430e-6	6.46570e+4	6.28374e-6	8.31305e+4	6.25172e-6	1.01604e+5	6.23146e-6
9.07126e+3	7.69165e-6	2.72138e+4	6.53480e-6	4.53563e+4	6.37469e-6	6.34988e+4	6.31332e-6	8.16413e+4	6.28088e-6	9.97838e+4	6.26033e-6
