Photon Energy 0,ver_div 0,Photon Energy 1,ver_div 1,Photon Energy 3,ver_div 3,Photon Energy 5,ver_div 5,Photon Energy 7,ver_div 7,Photon Energy 9,ver_div 9,Photon Energy 11,ver_div 11
148893.13204234416,1.968453905636107e-06,15891.151837630296,4.83653422598501e-06,47673.45551289088,3.830602662742091e-06,79455.75918815148,3.684108598430737e-06,111238.06286341205,3.6272343610061967e-06,143020.36653867265,3.5969928319098734e-06,174802.67021393322,3.578224115645956e-06
152888.1261475524,1.9552396814391533e-06,16086.089365560983,4.809521785603642e-06,48258.26809668295,3.810329120563344e-06,80430.44682780493,3.664844890559989e-06,112602.62555892688,3.6083653046125213e-06,144774.80429004887,3.5783342521319295e-06,176946.98302117083,3.559696389865777e-06
156883.12025276062,1.9426153169889956e-06,16281.026893491673,4.78300908430683e-06,48843.08068047502,3.7904364907514438e-06,81405.13446745838,3.6459443291974238e-06,113967.18825444172,3.5898524531986275e-06,146529.24204142508,3.5600281754907332e-06,179091.2958284084,3.5415188658346604e-06
160878.11435796885,1.9305414352016803e-06,16475.964421422363,4.7569811990412535e-06,49427.893264267084,3.7709133430032454e-06,82379.82210711182,3.6273960045723945e-06,115331.75094995653,3.5716851002285106e-06,148283.67979280127,3.542064003797307e-06,181235.60863564597,3.523681012708763e-06
164873.10846317708,1.918982138741982e-06,16670.90194935305,4.731423820950376e-06,50012.70584805915,3.7517487184087607e-06,83354.50974676525,3.6091894570603713e-06,116696.31364547135,3.5538529810201835e-06,150038.11754417745,3.5244315762969438e-06,183379.92144288355,3.5061727343316494e-06
168868.1025683853,1.907904629601219e-06,16865.839477283742,4.706323223288959e-06,50597.51843185122,3.732932104799572e-06,84329.1973864187,3.591314653636452e-06,118060.87634098617,3.536346249630387e-06,151792.55529555367,3.507121146783717e-06,185524.23425012114,3.488984346491613e-06
172863.09667359354,1.897278877955423e-06,17060.77700521443,4.681666231361639e-06,51182.331015643285,3.714453413653369e-06,85303.88502607215,3.5737619658154704e-06,119425.439036501,3.519155457198766e-06,153546.99304692989,3.4901233621600017e-06,187668.54705735872,3.4721065556150314e-06
176858.09077880176,1.8870773329616041e-06,17255.714533145117,4.657440194336409e-06,51767.14359943535,3.6963029584398807e-06,86278.5726657256,3.5565221489690972e-06,120790.00173201584,3.5022715316438967e-06,155301.43079830607,3.4734292423344696e-06,189812.8598645963,3.4555304387898657e-06
180853.08488401,1.8772746693809384e-06,17450.65206107581,4.6336329587964036e-06,52351.95618322742,3.678471434303148e-06,87253.26030537905,3.5395863229195386e-06,122154.56442753065,3.485685758612635e-06,157055.86854968226,3.4570301613609594e-06,191957.1726718339,3.4392474250223287e-06
184848.07898921822,1.8678475649202734e-06,17645.589589006497,4.610232843904729e-06,52936.76876701949,3.6609498989837868e-06,88227.9479450325,3.5229459537178036e-06,123519.12712304547,3.469389763592379e-06,158810.30630105847,3.4409178297287665e-06,194101.48547907145,3.4232492776377964e-06
188843.07309442645,1.858774504003809e-06,17840.527116937184,4.587228618067376e-06,53521.58135081155,3.6437297548928347e-06,89202.63558468594,3.506592836522064e-06,124883.68981856029,3.4533754951033537e-06,160564.7440524347,3.425084277722232e-06,196245.79828630906,3.4075280777443726e-06
192838.06719963468,1.8500356043612562e-06,18035.464644867876,4.564609476988619e-06,54106.39393460362,3.6268027322559707e-06,90177.32322433937,3.4905190794985083e-06,126248.25251407512,3.437635208894715e-06,162319.18180381088,3.409521839774195e-06,198390.1110935466,3.3920762086841436e-06
196833.0613048429,1.8416124633756797e-06,18230.402172798567,4.54236502302178e-06,54691.20651839569,3.610160873253406e-06,91152.01086399282,3.4747170886733557e-06,127612.81520958996,3.4221614530744244e-06,164073.6195551871,3.3942231397439717e-06,200534.4239007842,3.3768863414031772e-06
200828.05541005114,1.8334880215959867e-06,18425.33970072925,4.5204852457259774e-06,55276.019102187754,3.593796517086734e-06,92126.69850364627,3.459179553670335e-06,128977.37790510477,3.4069470541084233e-06,165828.0573065633,3.379181077055997e-06,202678.73670802178,3.361951420676859e-06
204823.04951525936,1.825646441203389e-06,18620.277228659943,4.498960503546514e-06,55860.83168597983,3.577702285909397e-06,93101.38614329972,3.4438994342731584e-06,130341.9406006196,3.391985103629722e-06,167582.4950579395,3.3643888136403564e-06,204823.04951525936,3.3472646521320954e-06
