-0.000119459  5.29957e+15
-0.000118827  5.21059e+15
-0.000118194  4.8165e+15
-0.000117562  4.21976e+15
-0.00011693  3.64836e+15
-0.000116297  3.28846e+15
-0.000115665  3.13792e+15
-0.000115032  3.05885e+15
-0.0001144  2.86238e+15
-0.000113767  2.56394e+15
-0.000113135  2.18028e+15
-0.000112502  1.90826e+15
-0.00011187  2.26066e+15
-0.000111237  2.42518e+15
-0.000110605  2.5974e+15
-0.000109972  2.59268e+15
-0.00010934  2.65297e+15
-0.000108707  2.92052e+15
-0.000108075  3.47878e+15
-0.000107443  4.2595e+15
-0.00010681  4.94561e+15
-0.000106178  5.34717e+15
-0.000105545  5.53617e+15
-0.000104913  5.55003e+15
-0.00010428  5.23468e+15
-0.000103648  4.76581e+15
-0.000103015  4.31298e+15
-0.000102383  4.03409e+15
-0.00010175  3.86261e+15
-0.000101118  3.66307e+15
-0.000100485  3.27462e+15
-9.98529e-05  2.83264e+15
-9.92205e-05  2.25e+15
-9.8588e-05  2.03162e+15
-9.79555e-05  2.28592e+15
-9.73231e-05  2.27595e+15
-9.66906e-05  2.33562e+15
-9.60581e-05  2.20399e+15
-9.54257e-05  2.32716e+15
-9.47932e-05  2.71273e+15
-9.41607e-05  3.51783e+15
-9.35283e-05  4.51647e+15
-9.28958e-05  5.36012e+15
-9.22633e-05  5.88763e+15
-9.16309e-05  6.27493e+15
-9.09984e-05  6.37868e+15
-9.03659e-05  6.17325e+15
-8.97335e-05  5.81008e+15
-8.9101e-05  5.45042e+15
-8.84685e-05  5.17555e+15
-8.78361e-05  4.92201e+15
-8.72036e-05  4.51125e+15
-8.65712e-05  3.90488e+15
-8.59387e-05  3.23024e+15
-8.53062e-05  2.46066e+15
-8.46738e-05  2.27806e+15
-8.40413e-05  2.33727e+15
-8.34088e-05  2.18216e+15
-8.27764e-05  2.0952e+15
-8.21439e-05  1.90577e+15
-8.15114e-05  2.16585e+15
-8.0879e-05  2.78551e+15
-8.02465e-05  3.94913e+15
-7.9614e-05  5.26005e+15
-7.89816e-05  6.32859e+15
-7.83491e-05  7.09798e+15
-7.77166e-05  7.73979e+15
-7.70842e-05  7.98081e+15
-7.64517e-05  7.92951e+15
-7.58192e-05  7.65857e+15
-7.51868e-05  7.35898e+15
-7.45543e-05  6.99995e+15
-7.39218e-05  6.56657e+15
-7.32894e-05  5.82174e+15
-7.26569e-05  4.92101e+15
-7.20244e-05  3.86896e+15
-7.1392e-05  2.90627e+15
-7.07595e-05  2.66427e+15
-7.0127e-05  2.42571e+15
-6.94946e-05  2.12281e+15
-6.88621e-05  1.85092e+15
-6.82296e-05  1.7176e+15
-6.75972e-05  2.22084e+15
-6.69647e-05  3.28793e+15
-6.63323e-05  5.00169e+15
-6.56998e-05  6.81469e+15
-6.50673e-05  8.26503e+15
-6.44349e-05  9.51613e+15
-6.38024e-05  1.0515e+16
-6.31699e-05  1.1047e+16
-6.25375e-05  1.12059e+16
-6.1905e-05  1.10524e+16
-6.12725e-05  1.07306e+16
-6.06401e-05  1.01828e+16
-6.00076e-05  9.3649e+15
-5.93751e-05  8.1037e+15
-5.87427e-05  6.68151e+15
-5.81102e-05  5.02982e+15
-5.74777e-05  3.764e+15
-5.68453e-05  3.25662e+15
-5.62128e-05  2.57957e+15
-5.55803e-05  2.06867e+15
-5.49479e-05  1.59442e+15
-5.43154e-05  1.71728e+15
-5.36829e-05  2.7064e+15
